,EmployeeNumber,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
3010,6541,34.0,Travel_Frequently,648.0,Human Resources,11.0,3.0,Life Sciences,1.0,3.0,Male,56.0,2.0,2.0,Human Resources,2.0,Married,4490.0,21833.0,4.0,Y,No,11.0,3.0,4.0,80.0,2.0,14.0,5.0,4.0,10.0,9.0,1.0,2962.0,Yes
3020,6551,31.0,Travel_Rarely,1276.0,Research & Development,2.0,1.0,Medical,1.0,4.0,Female,59.0,1.0,1.0,Laboratory Technician,4.0,Divorced,1129.0,17536.0,1.0,Y,Yes,11.0,3.0,3.0,80.0,3.0,1.0,4.0,3.0,1.0,4362.0,0.0,0.0,Yes
3021,6552,31.0,Travel_Rarely,1276.0,Research & Development,2.0,1.0,Medical,1.0,4.0,Female,59.0,1.0,1.0,Laboratory Technician,4.0,Divorced,1129.0,17536.0,1.0,Y,Yes,11.0,3.0,3.0,80.0,3.0,1.0,4.0,3.0,1.0,4362.0,0.0,0.0,Yes
3022,6553,41.0,Travel_Frequently,143.0,Sales,4.0,3.0,Marketing,1.0,1.0,Male,56.0,3.0,2.0,Sales Executive,2.0,Single,9355.0,9558.0,1.0,Y,No,18.0,3.0,3.0,80.0,0.0,8.0,5.0,3.0,8.0,7.0,7.0,7.0,Yes
3023,6554,41.0,Travel_Frequently,143.0,Sales,4.0,3.0,Marketing,1.0,1.0,Male,56.0,3.0,2.0,Sales Executive,2.0,Single,9355.0,9558.0,1.0,Y,No,18.0,3.0,3.0,80.0,0.0,8.0,5.0,3.0,8.0,7.0,7.0,7.0,Yes
3024,6555,41.0,Travel_Frequently,143.0,Sales,4.0,3.0,Marketing,1.0,1.0,Male,56.0,3.0,2.0,Sales Executive,2.0,Single,9355.0,9558.0,1.0,Y,No,18.0,3.0,3.0,80.0,0.0,8.0,5.0,3.0,8.0,7.0,7.0,7.0,Yes
3027,6558,9612.0,Travel_Frequently,880.0,Sales,12.0,4.0,Other,1.0,4.0,Male,36.0,3.0,2.0,Sales Executive,4.0,Single,4581.0,10414.0,3.0,Y,Yes,24.0,4.0,1.0,80.0,0.0,13.0,2.0,4.0,11.0,9.0,6.0,7.0,Yes
3028,6559,9612.0,Travel_Frequently,880.0,Sales,12.0,4.0,Other,1.0,4.0,Male,36.0,3.0,2.0,Sales Executive,4.0,Single,4581.0,10414.0,3.0,Y,Yes,24.0,4.0,1.0,80.0,0.0,13.0,2.0,4.0,11.0,9.0,6.0,7.0,Yes
3030,6561,33.0,Non-Travel,1283.0,Sales,2.0,3.0,Marketing,1.0,4.0,Female,62.0,3.0,2.0,Sales Executive,2.0,Single,5147.0,10697.0,8.0,Y,No,15.0,3.0,4.0,80.0,0.0,13.0,2.0,2.0,11.0,7.0,9595.0,7.0,No
3037,6568,48.0,Travel_Rarely,817.0,Sales,2.0,1.0,Marketing,1.0,2.0,Male,56.0,4.0,2.0,Sales Executive,2.0,Married,8120.0,18597.0,3.0,Y,No,12.0,3.0,4.0,80.0,0.0,12.0,3.0,3.0,2.0,2.0,2.0,2.0,No
3038,6569,48.0,Travel_Rarely,817.0,Sales,2.0,1.0,Marketing,1.0,2.0,Male,56.0,4.0,2.0,Sales Executive,2.0,Married,8120.0,18597.0,3.0,Y,No,12.0,3.0,4.0,80.0,0.0,12.0,3.0,3.0,2.0,2.0,2.0,2.0,Yes
3041,6572,30.0,Travel_Rarely,634.0,Research & Development,17.0,4.0,Medical,1.0,2.0,Female,95.0,3.0,3.0,Manager,1.0,Married,11916.0,25927.0,1.0,Y,Yes,23.0,4.0,4.0,80.0,2.0,9.0,2.0,3.0,9.0,1.0,0.0,8.0,No
3044,6575,34.0,Non-Travel,697.0,Research & Development,102637.0,4.0,Life Sciences,1.0,3.0,Male,40.0,2.0,1.0,Research Scientist,4.0,Married,2979.0,22478.0,3.0,Y,No,17.0,3.0,4.0,80.0,3.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,Yes
3048,6579,37.0,Travel_Rarely,1107.0,Research & Development,14.0,3.0,Life Sciences,1.0,4.0,Female,95.0,3.0,1.0,Laboratory Technician,1.0,Divorced,3034.0,26914.0,1.0,Y,No,12.0,3.0,3.0,80.0,1.0,9198.0,2.0,2.0,18.0,7.0,12.0,17.0,Yes
3049,6580,37.0,Travel_Rarely,1107.0,Research & Development,14.0,3.0,Life Sciences,1.0,4.0,Female,95.0,3.0,1.0,Laboratory Technician,1.0,Divorced,3034.0,26914.0,1.0,Y,No,12.0,3.0,3.0,80.0,1.0,9198.0,2.0,2.0,18.0,7.0,12.0,17.0,Yes
3054,6585,6998.0,Non-Travel,990.0,Research & Development,7.0,3.0,Technical Degree,1.0,3.0,Male,64.0,3.0,1.0,Research Scientist,3.0,Divorced,1274.0,7152.0,1.0,Y,No,13.0,3.0,2.0,80.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,No
3056,6587,37.0,Travel_Rarely,161.0,Research & Development,10.0,3.0,Life Sciences,1.0,3.0,Female,42.0,4.0,3.0,Research Director,4.0,Married,13744.0,15471.0,1.0,Y,Yes,25.0,4.0,1.0,80.0,1.0,16.0,2.0,3.0,1646.0,11.0,6.0,8.0,No
3061,6592,52.0,Travel_Rarely,1490.0,Research & Development,4.0,2.0,Life Sciences,1.0,4.0,Female,30.0,3.0,4.0,Manager,4.0,Married,16555.0,10310.0,2.0,Y,No,13.0,3.0,4.0,80.0,0.0,5772.0,2.0,1.0,5.0,2.0,1.0,4.0,Yes
3063,6594,46.0,Travel_Rarely,991.0,Human Resources,264889.0,2.0,Life Sciences,1.0,4.0,Female,44.0,3.0,1.0,Human Resources,1.0,Single,3423.0,22957.0,6.0,Y,No,12.0,3.0,3.0,80.0,0.0,10.0,3.0,4.0,7.0,6.0,5.0,7.0,No
3064,6595,22.0,Travel_Frequently,1368.0,Research & Development,4.0,1.0,Technical Degree,1.0,3.0,Male,99.0,2.0,1.0,Laboratory Technician,3.0,Single,3894.0,9129.0,5.0,Y,No,16.0,3.0,3.0,80.0,0.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,Yes
3068,6599,35.0,Travel_Rarely,1402.0,Sales,376075.0,4.0,Life Sciences,1.0,2.0,Female,98.0,2.0,1.0,Sales Representative,3.0,Married,2430.0,26204.0,0.0,Y,No,23.0,4.0,1.0,80.0,2.0,6.0,5.0,3.0,5.0,3.0,4.0,2.0,Yes
3072,6603,40.0,Non-Travel,1479.0,Sales,24.0,3.0,Life Sciences,1.0,2.0,Female,100.0,4.0,4.0,Sales Executive,2.0,Single,13194.0,17071.0,4.0,Y,Yes,16.0,3.0,4.0,80.0,0.0,22.0,2.0,2.0,1.0,0.0,0.0,6873.0,No
3076,6607,52.0,Travel_Rarely,1323.0,Research & Development,2.0,3.0,Life Sciences,1.0,3.0,Female,89.0,2.0,1.0,Laboratory Technician,4.0,Single,3212.0,3300.0,7.0,Y,No,15.0,3.0,2.0,80.0,0.0,9626.0,3.0,2.0,2.0,2.0,2.0,2.0,Yes
3077,6608,52.0,Travel_Rarely,1323.0,Research & Development,2.0,3.0,Life Sciences,1.0,3.0,Female,89.0,2.0,1.0,Laboratory Technician,4.0,Single,3212.0,3300.0,7.0,Y,No,15.0,3.0,2.0,80.0,0.0,9626.0,3.0,2.0,2.0,2.0,2.0,2.0,Yes
3080,6611,40.0,Travel_Rarely,302.0,Research & Development,274206.0,3.0,Life Sciences,1.0,2.0,Female,75.0,3.0,4.0,Manufacturing Director,3.0,Single,13237.0,20364.0,7.0,Y,No,15.0,3.0,3.0,80.0,0.0,22.0,3.0,3.0,20.0,6.0,5.0,13.0,Yes
3082,6613,51.0,Travel_Rarely,1318.0,Sales,26.0,4.0,Marketing,1.0,1.0,Female,66.0,3.0,4.0,Manager,3.0,Married,16307.0,5594.0,2.0,Y,No,14.0,3.0,3.0,80.0,1.0,29.0,2.0,2.0,20.0,1810.0,4.0,17.0,Yes
3086,6617,6727.0,Non-Travel,1252.0,Sales,19.0,2.0,Medical,1.0,1.0,Male,32.0,3.0,3.0,Sales Executive,2.0,Single,7642.0,4814.0,1.0,Y,Yes,13.0,3.0,4.0,80.0,0.0,10.0,2.0,3.0,10.0,0.0,0.0,9.0,Yes
3088,6619,49.0,Travel_Rarely,1091.0,Research & Development,1.0,2.0,Technical Degree,1.0,3.0,Female,90.0,2.0,4.0,Healthcare Representative,3.0,Single,13964.0,17810.0,7.0,Y,Yes,12.0,3.0,4.0,80.0,0.0,25.0,2.0,3.0,4604.0,1.0,0.0,7.0,Yes
3089,6620,49.0,Travel_Rarely,1091.0,Research & Development,1.0,2.0,Technical Degree,1.0,3.0,Female,90.0,2.0,4.0,Healthcare Representative,3.0,Single,13964.0,17810.0,7.0,Y,Yes,12.0,3.0,4.0,80.0,0.0,25.0,2.0,3.0,4604.0,1.0,0.0,7.0,Yes
3091,6622,58.0,Travel_Rarely,601.0,Research & Development,7.0,4.0,Medical,1.0,3.0,Female,53.0,2.0,3.0,Manufacturing Director,1.0,Married,10008.0,12023.0,7.0,Y,Yes,14.0,3.0,4.0,80.0,0.0,31.0,0.0,2.0,10.0,3364.0,5.0,9.0,Yes
3093,6624,29.0,Travel_Rarely,805.0,Research & Development,1.0,2.0,Life Sciences,1.0,2.0,Female,36.0,2.0,1.0,Laboratory Technician,1.0,Married,2319.0,6689.0,1.0,Y,Yes,11.0,3.0,4.0,80.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,Yes
3094,6625,29.0,Travel_Rarely,805.0,Research & Development,1.0,2.0,Life Sciences,1.0,2.0,Female,36.0,2.0,1.0,Laboratory Technician,1.0,Married,2319.0,6689.0,1.0,Y,Yes,11.0,3.0,4.0,80.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,Yes
3096,6627,35.0,Travel_Rarely,583.0,Research & Development,25.0,4.0,Medical,1.0,3.0,Female,57.0,3.0,3.0,Healthcare Representative,3.0,Divorced,10388.0,6975.0,1.0,Y,Yes,11.0,3.0,3.0,80.0,1.0,16.0,3.0,2.0,16.0,10.0,4763.0,1.0,Yes
3098,6629,29.0,Travel_Rarely,592.0,Research & Development,7.0,3.0,Life Sciences,1.0,4.0,Male,59.0,3.0,1.0,Laboratory Technician,1.0,Single,2062.0,19384.0,3.0,Y,No,14.0,3.0,2.0,80.0,0.0,11.0,2.0,3.0,3.0,2.0,1.0,2.0,No
3100,6631,38.0,Non-Travel,152.0,Sales,10.0,3.0,Technical Degree,1.0,3.0,Female,85.0,3.0,2.0,Sales Executive,4.0,Single,5666.0,19899.0,1.0,Y,Yes,13.0,3.0,2.0,80.0,0.0,6.0,1.0,3.0,5.0,3.0,1.0,3.0,No
3101,6632,38.0,Non-Travel,152.0,Sales,10.0,3.0,Technical Degree,1.0,3.0,Female,85.0,3.0,2.0,Sales Executive,4.0,Single,5666.0,19899.0,1.0,Y,Yes,13.0,3.0,2.0,80.0,0.0,6.0,1.0,3.0,5.0,3.0,1.0,3.0,No
3104,6635,30.0,Travel_Frequently,160.0,Research & Development,3.0,3.0,Medical,1.0,3.0,Female,71.0,3.0,1.0,Research Scientist,3.0,Divorced,2083.0,22653.0,1.0,Y,No,20.0,4.0,3.0,80.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,7230.0,No
3107,6638,36.0,Travel_Rarely,928.0,Sales,1.0,2.0,Life Sciences,1.0,2.0,Male,56.0,3.0,2.0,Sales Executive,4.0,Married,6201.0,2823.0,1.0,Y,Yes,14.0,3.0,4.0,80.0,1.0,18.0,1.0,2.0,18.0,14.0,4.0,11.0,Yes
3108,6639,36.0,Travel_Rarely,928.0,Sales,1.0,2.0,Life Sciences,1.0,2.0,Male,56.0,3.0,2.0,Sales Executive,4.0,Married,6201.0,2823.0,1.0,Y,Yes,14.0,3.0,4.0,80.0,1.0,18.0,1.0,2.0,18.0,14.0,4.0,11.0,No
3111,6642,29.0,Travel_Rarely,665.0,Research & Development,15.0,3.0,Life Sciences,1.0,3.0,Male,60.0,3.0,1.0,Research Scientist,4.0,Single,2340.0,22673.0,1.0,Y,No,19.0,3.0,1.0,80.0,0.0,6.0,1.0,3.0,6.0,3683.0,1.0,5.0,Yes
3113,6644,36.0,Travel_Rarely,530.0,Sales,2.0,4.0,Life Sciences,1.0,3.0,Female,51.0,3.0,2.0,Sales Representative,4.0,Single,4502.0,7439.0,3.0,Y,No,15.0,3.0,3.0,80.0,0.0,17.0,2.0,2.0,13.0,7.0,4071.0,7.0,Yes
3115,6646,41.0,Travel_Rarely,930.0,Sales,3.0,3.0,Life Sciences,1.0,3.0,Male,57.0,2.0,2.0,Sales Executive,2.0,Divorced,8938.0,12227.0,2.0,Y,No,11.0,3.0,3.0,80.0,1.0,14.0,5.0,3.0,5.0,4.0,0.0,4.0,Yes
3116,6647,41.0,Travel_Rarely,930.0,Sales,3.0,3.0,Life Sciences,1.0,3.0,Male,57.0,2.0,2.0,Sales Executive,2.0,Divorced,8938.0,12227.0,2.0,Y,No,11.0,3.0,3.0,80.0,1.0,14.0,5.0,3.0,5.0,4.0,0.0,4.0,Yes
3118,6649,53.0,Travel_Rarely,868.0,Sales,8.0,3.0,Marketing,1.0,1.0,Male,73.0,3.0,4.0,Sales Executive,4.0,Married,11836.0,22789.0,5.0,Y,No,14.0,3.0,3.0,80.0,1.0,28.0,3.0,3.0,5276.0,0.0,2.0,2.0,Yes
3120,6651,50.0,Travel_Frequently,809.0,Sales,12.0,3.0,Marketing,1.0,3.0,Female,77.0,3.0,3.0,Sales Executive,4.0,Single,9208.0,6645.0,4.0,Y,No,11.0,3.0,4.0,80.0,0.0,16.0,3.0,3.0,2.0,2.0,2.0,1.0,No
3122,6653,50.0,Travel_Frequently,809.0,Sales,12.0,3.0,Marketing,1.0,3.0,Female,77.0,3.0,3.0,Sales Executive,4.0,Single,9208.0,6645.0,4.0,Y,No,11.0,3.0,4.0,80.0,0.0,16.0,3.0,3.0,2.0,2.0,2.0,1.0,Yes
3124,6655,41.0,Travel_Rarely,337.0,Sales,8.0,3.0,Marketing,1.0,3.0,Female,54.0,3.0,2.0,Sales Executive,2.0,Married,4393.0,26841.0,5.0,Y,No,21.0,4.0,3.0,80.0,1.0,14.0,3.0,3.0,6040.0,4.0,1.0,4.0,Yes
3126,6657,38.0,Travel_Rarely,268.0,Research & Development,2.0,5.0,Medical,1.0,4.0,Male,92.0,3.0,1.0,Research Scientist,3.0,Married,3057.0,20471.0,6.0,Y,Yes,13.0,3.0,2.0,80.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,Yes
3127,6658,38.0,Travel_Rarely,268.0,Research & Development,2.0,5.0,Medical,1.0,4.0,Male,92.0,3.0,1.0,Research Scientist,3.0,Married,3057.0,20471.0,6.0,Y,Yes,13.0,3.0,2.0,80.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,No
3128,6659,34.0,Travel_Rarely,943.0,Research & Development,9.0,3.0,Life Sciences,1.0,4.0,Male,86.0,3.0,3.0,Healthcare Representative,4.0,Divorced,8500.0,5494.0,0.0,Y,No,11.0,3.0,4.0,80.0,1.0,10.0,0.0,2.0,9.0,7.0,1.0,6.0,No
3130,6661,34.0,Travel_Rarely,943.0,Research & Development,9.0,3.0,Life Sciences,1.0,4.0,Male,86.0,3.0,3.0,Healthcare Representative,4.0,Divorced,8500.0,5494.0,0.0,Y,No,11.0,3.0,4.0,80.0,1.0,10.0,0.0,2.0,9.0,7.0,1.0,6.0,No
3132,6663,34.0,Travel_Rarely,665.0,Research & Development,6.0,4.0,Other,1.0,1.0,Female,41.0,3.0,2.0,Research Scientist,3.0,Single,4809.0,12482.0,1.0,Y,No,14.0,3.0,3.0,80.0,0.0,16.0,3.0,3.0,16.0,13.0,2.0,10.0,Yes
3133,6664,34.0,Travel_Rarely,665.0,Research & Development,6.0,4.0,Other,1.0,1.0,Female,41.0,3.0,2.0,Research Scientist,3.0,Single,4809.0,12482.0,1.0,Y,No,14.0,3.0,3.0,80.0,0.0,16.0,3.0,3.0,16.0,13.0,2.0,10.0,Yes
3135,6666,51.0,Travel_Frequently,1150.0,Research & Development,647087.0,4.0,Life Sciences,1.0,1.0,Male,53.0,1.0,3.0,Manufacturing Director,4.0,Single,10650.0,25150.0,2.0,Y,No,15.0,3.0,4.0,80.0,0.0,18.0,2.0,3.0,4.0,2.0,0.0,3.0,No
3136,6667,51.0,Travel_Frequently,1150.0,Research & Development,647087.0,4.0,Life Sciences,1.0,1.0,Male,53.0,1.0,3.0,Manufacturing Director,4.0,Single,10650.0,25150.0,2.0,Y,No,15.0,3.0,4.0,80.0,0.0,18.0,2.0,3.0,4.0,2.0,0.0,3.0,No
3139,6670,29.0,Travel_Rarely,1329.0,Research & Development,7.0,3.0,Life Sciences,1.0,3.0,Male,82.0,3.0,2.0,Healthcare Representative,4.0,Divorced,6623.0,4204.0,1.0,Y,Yes,11.0,3.0,2.0,80.0,2.0,6.0,2.0,3.0,6.0,0.0,1.0,0.0,No
3144,6675,25.0,Travel_Rarely,180.0,Research & Development,229109.0,1.0,Medical,1.0,1.0,Male,65.0,4.0,1.0,Research Scientist,1.0,Single,3424.0,21632.0,7.0,Y,No,13.0,3.0,3.0,80.0,0.0,6.0,3.0,2.0,4.0,3.0,0.0,1.0,Yes
3146,6677,33.0,Travel_Rarely,465.0,Research & Development,765855.0,2.0,Life Sciences,1.0,1.0,Female,39.0,3.0,1.0,Laboratory Technician,1.0,Married,2707.0,21509.0,7.0,Y,No,20.0,4.0,1.0,80.0,0.0,13.0,3.0,4.0,9.0,7.0,1.0,7.0,No
3149,6680,52.0,Travel_Rarely,266.0,Sales,2.0,1.0,Marketing,1.0,1.0,Female,57.0,1.0,5.0,Manager,4.0,Married,19845.0,25846.0,1.0,Y,No,15.0,3.0,4.0,80.0,1.0,33.0,3.0,3.0,32.0,14.0,2723.0,9.0,Yes
3153,6684,29.0,Travel_Rarely,992.0,Research & Development,1.0,3.0,Technical Degree,1.0,3.0,Male,85.0,3.0,1.0,Research Scientist,3.0,Single,2058.0,19757.0,0.0,Y,No,14.0,3.0,4.0,80.0,0.0,7.0,1.0,2.0,6.0,2.0,1.0,5.0,Yes
3154,6685,29.0,Travel_Rarely,992.0,Research & Development,1.0,3.0,Technical Degree,1.0,3.0,Male,85.0,3.0,1.0,Research Scientist,3.0,Single,2058.0,19757.0,0.0,Y,No,14.0,3.0,4.0,80.0,0.0,7.0,1.0,2.0,6.0,2.0,1.0,5.0,Yes
3157,6688,36.0,Travel_Rarely,1396.0,Research & Development,5.0,2.0,Life Sciences,1.0,4.0,Male,62.0,3.0,2.0,Laboratory Technician,2.0,Single,5914.0,9945.0,8.0,Y,No,16.0,3.0,4.0,80.0,0.0,16.0,3.0,4.0,13.0,11.0,3.0,7.0,No
3158,6689,36.0,Travel_Rarely,1396.0,Research & Development,5.0,2.0,Life Sciences,1.0,4.0,Male,62.0,3.0,2.0,Laboratory Technician,2.0,Single,5914.0,9945.0,8.0,Y,No,16.0,3.0,4.0,80.0,0.0,16.0,3.0,4.0,13.0,11.0,3.0,7.0,No
3160,6691,48.0,Travel_Rarely,1108.0,Research & Development,15.0,4.0,Other,1.0,3.0,Female,65.0,3.0,1.0,Research Scientist,1.0,Married,2367.0,16530.0,8.0,Y,No,12.0,3.0,4.0,80.0,1.0,10.0,3.0,2.0,3074.0,2.0,7.0,6.0,No
3162,6693,42.0,Travel_Frequently,1368.0,Research & Development,28.0,4.0,Technical Degree,1.0,4.0,Female,88.0,2.0,2.0,Healthcare Representative,4.0,Married,4523.0,4386.0,0.0,Y,No,11.0,3.0,4.0,80.0,3.0,7.0,4.0,4.0,6.0,5.0,0.0,4.0,Yes
3164,6695,39.0,Travel_Rarely,1387.0,Research & Development,10.0,5.0,Medical,1.0,2.0,Male,76.0,3.0,2.0,Manufacturing Director,1.0,Married,5377.0,3835.0,2.0,Y,No,13.0,3.0,4.0,80.0,3.0,10.0,3.0,3.0,7.0,7.0,7.0,7.0,No
3167,6698,41.0,Travel_Rarely,447.0,Research & Development,5.0,3.0,Life Sciences,1.0,2.0,Male,85.0,4.0,2.0,Healthcare Representative,2.0,Single,6870.0,15530.0,3.0,Y,No,12.0,3.0,1.0,80.0,0.0,11.0,3.0,1.0,3.0,2.0,1.0,3097.0,Yes
3171,6702,31.0,Travel_Rarely,1398.0,Human Resources,8.0,2.0,Medical,1.0,4.0,Female,96.0,4.0,1.0,Human Resources,2.0,Single,2109.0,24609.0,9.0,Y,No,18.0,3.0,4.0,80.0,0.0,8.0,3.0,3.0,4706.0,2.0,0.0,2.0,Yes
3173,6704,35.0,Travel_Rarely,104.0,Research & Development,2.0,3.0,Life Sciences,1.0,1.0,Female,69.0,3.0,1.0,Laboratory Technician,1.0,Divorced,2074.0,26619.0,1.0,Y,Yes,12.0,3.0,4.0,80.0,1.0,1.0,2.0,3.0,1.0,6188.0,0.0,0.0,No
3178,6709,26.0,Travel_Rarely,1349.0,Research & Development,23.0,3.0,Life Sciences,1.0,1.0,Female,90.0,3.0,1.0,Research Scientist,4.0,Divorced,2886.0,3032.0,1.0,Y,No,22.0,4.0,2.0,80.0,2.0,3.0,3.0,1.0,3.0,2.0,0.0,2.0,Yes
3179,6710,26.0,Travel_Rarely,1349.0,Research & Development,23.0,3.0,Life Sciences,1.0,1.0,Female,90.0,3.0,1.0,Research Scientist,4.0,Divorced,2886.0,3032.0,1.0,Y,No,22.0,4.0,2.0,80.0,2.0,3.0,3.0,1.0,3.0,2.0,0.0,2.0,Yes
3181,6712,34.0,Travel_Rarely,204.0,Sales,975446.0,3.0,Technical Degree,1.0,3.0,Female,31.0,3.0,1.0,Sales Representative,3.0,Divorced,2579.0,2912.0,1.0,Y,Yes,18.0,3.0,4.0,80.0,2.0,8.0,3.0,3.0,8.0,2.0,0.0,6.0,No
3184,6715,42.0,Travel_Rarely,419.0,Sales,12.0,4.0,Marketing,1.0,2.0,Male,77.0,3.0,2.0,Sales Executive,4.0,Divorced,5087.0,2900.0,3.0,Y,Yes,12.0,3.0,3.0,80.0,2.0,14.0,4.0,3.0,0.0,0.0,7868.0,0.0,Yes
3187,6718,38.0,Travel_Frequently,1189.0,Research & Development,1.0,3.0,Life Sciences,1.0,4.0,Male,90.0,3.0,2.0,Research Scientist,4.0,Married,4735.0,9867.0,7.0,Y,No,15.0,3.0,4.0,80.0,2.0,19.0,4.0,4.0,13.0,11.0,4619.0,9.0,Yes
3188,6719,38.0,Travel_Frequently,1189.0,Research & Development,1.0,3.0,Life Sciences,1.0,4.0,Male,90.0,3.0,2.0,Research Scientist,4.0,Married,4735.0,9867.0,7.0,Y,No,15.0,3.0,4.0,80.0,2.0,19.0,4.0,4.0,13.0,11.0,4619.0,9.0,Yes
3192,6723,59.0,Travel_Rarely,326.0,Sales,3.0,3.0,Life Sciences,1.0,3.0,Female,48.0,2.0,2.0,Sales Executive,4.0,Single,5171.0,16490.0,5.0,Y,No,17.0,3.0,4.0,80.0,0.0,13.0,2.0,3.0,6.0,1.0,0.0,5.0,Yes
3193,6724,59.0,Travel_Rarely,326.0,Sales,3.0,3.0,Life Sciences,1.0,3.0,Female,48.0,2.0,2.0,Sales Executive,4.0,Single,5171.0,16490.0,5.0,Y,No,17.0,3.0,4.0,80.0,0.0,13.0,2.0,3.0,6.0,1.0,0.0,5.0,No
3195,6726,32.0,Travel_Frequently,1311.0,Research & Development,7.0,3.0,Life Sciences,1.0,2.0,Male,100.0,4.0,1.0,Laboratory Technician,2.0,Married,2794.0,26062.0,1.0,Y,No,20.0,4.0,3.0,80.0,0.0,5.0,3.0,1.0,5.0,1.0,0.0,3.0,Yes
3196,6727,32.0,Travel_Frequently,1311.0,Research & Development,7.0,3.0,Life Sciences,1.0,2.0,Male,100.0,4.0,1.0,Laboratory Technician,2.0,Married,2794.0,26062.0,1.0,Y,No,20.0,4.0,3.0,80.0,0.0,5.0,3.0,1.0,5.0,1.0,0.0,3.0,No
3198,6729,34.0,Travel_Frequently,135.0,Research & Development,19.0,3.0,Medical,1.0,3.0,Female,46.0,3.0,2.0,Laboratory Technician,2.0,Divorced,4444.0,22534.0,4.0,Y,No,13.0,3.0,3.0,80.0,2.0,15.0,2.0,4.0,3645.0,8.0,5.0,10.0,No
3200,6731,34.0,Travel_Rarely,181.0,Research & Development,2.0,4.0,Medical,1.0,4.0,Male,97.0,4.0,1.0,Research Scientist,4.0,Married,2932.0,5586.0,0.0,Y,Yes,14.0,3.0,1.0,80.0,3.0,6.0,3.0,3.0,5.0,0.0,1.0,2.0,No
3201,6732,34.0,Travel_Rarely,181.0,Research & Development,2.0,4.0,Medical,1.0,4.0,Male,97.0,4.0,1.0,Research Scientist,4.0,Married,2932.0,5586.0,0.0,Y,Yes,14.0,3.0,1.0,80.0,3.0,6.0,3.0,3.0,5.0,0.0,1.0,2.0,Yes
3203,6734,21.0,Travel_Rarely,156.0,Sales,12.0,3.0,Life Sciences,1.0,3.0,Female,90.0,4.0,1.0,Sales Representative,2.0,Single,2716.0,25422.0,1.0,Y,No,15.0,3.0,4.0,80.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,Yes
3204,6735,21.0,Travel_Rarely,156.0,Sales,12.0,3.0,Life Sciences,1.0,3.0,Female,90.0,4.0,1.0,Sales Representative,2.0,Single,2716.0,25422.0,1.0,Y,No,15.0,3.0,4.0,80.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,Yes
3206,6737,30.0,Travel_Rarely,1092.0,Research & Development,924937.0,3.0,Medical,1.0,1.0,Female,64.0,3.0,3.0,Manufacturing Director,3.0,Single,9667.0,2739.0,9.0,Y,No,14.0,3.0,2.0,80.0,0.0,9.0,3.0,3.0,7.0,7.0,0.0,2.0,Yes
3208,6739,33.0,Travel_Rarely,1198.0,Research & Development,1.0,4.0,Other,1.0,3.0,Male,100.0,2.0,1.0,Research Scientist,1.0,Single,2799.0,3339.0,3.0,Y,Yes,11.0,3.0,2.0,80.0,0.0,6.0,1.0,3.0,3.0,2.0,0.0,2.0,Yes
3209,6740,33.0,Travel_Rarely,1198.0,Research & Development,1.0,4.0,Other,1.0,3.0,Male,100.0,2.0,1.0,Research Scientist,1.0,Single,2799.0,3339.0,3.0,Y,Yes,11.0,3.0,2.0,80.0,0.0,6.0,1.0,3.0,3.0,2.0,0.0,2.0,Yes
3210,6741,42.0,Travel_Rarely,603.0,Research & Development,7.0,4.0,Medical,1.0,2.0,Female,78.0,4.0,2.0,Research Scientist,2.0,Married,2372.0,5628.0,6.0,Y,Yes,16.0,3.0,4.0,80.0,0.0,18.0,2.0,3.0,1.0,0.0,0.0,0.0,No
3212,6743,35.0,Travel_Rarely,384.0,Sales,934448.0,4.0,Life Sciences,1.0,1.0,Female,72.0,3.0,1.0,Sales Representative,4.0,Married,2572.0,20317.0,1.0,Y,No,16.0,3.0,2.0,80.0,1.0,3.0,1.0,2.0,3.0,2.0,0.0,2.0,Yes
3213,6744,35.0,Travel_Rarely,384.0,Sales,934448.0,4.0,Life Sciences,1.0,1.0,Female,72.0,3.0,1.0,Sales Representative,4.0,Married,2572.0,20317.0,1.0,Y,No,16.0,3.0,2.0,80.0,1.0,3.0,1.0,2.0,3.0,2.0,0.0,2.0,Yes
